Column1,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Services.Tenure in Months,Services.Offer,Services.Internet Type,Services.Premium Tech Support,Services.Streaming TV,Services.Streaming Movies,Services.Contract,Services.Payment Method,Services.Monthly Charge,Services.Total Charges,Services.Total Revenue,Status.Satisfaction Score,Status.Customer Status,Status.Churn Label,Status.Churn Value,Status.Churn Score,Status.CLTV,Status.Churn Category,Status.Churn Reason,Location.Country,Location.State,Location.City,Location.Zip Code,Location.Latitude,Location.Longitude,Population.Population,Age Group,Tenure Group,Churn Risk
0929-PECLO,1,Female,74,No,Yes,No,No,0,63,Offer B,Fiber Optic,No,No,Yes,Two Year,Bank Withdrawal,89.6,5538.8,8172.2,4,Stayed,No,0,38,4438,,,United States,California,Klamath,95548,41.572813,-124.035011,1215,60,Long-term,Medium
9470-YFUYI,1,Male,69,No,Yes,Yes,No,0,71,None,DSL,Yes,Yes,No,One Year,Bank Withdrawal,71,5012.1,5817.95,3,Stayed,No,0,55,5247,,,United States,California,Redway,95560,40.142256,-123.852927,1851,60,Long-term,Medium
7402-EYFXX,1,Male,65,No,Yes,No,No,0,26,Offer C,Fiber Optic,No,Yes,Yes,Two Year,Bank Withdrawal,93.6,2404.1,3055.14,5,Stayed,No,0,54,4030,,,United States,California,Salyer,95563,40.89866,-123.539754,660,60,Loyal,Medium
4671-LXRDQ,1,Male,44,No,No,No,No,0,2,None,Cable,No,No,No,Month-to-Month,Credit Card,45,96.45,160.95,1,Churned,Yes,1,93,5704,Competitor,Competitor had better devices,United States,California,Salyer,95563,40.89866,-123.539754,660,31-45,New Customer,High
1986-PHGZF,1,Male,73,No,Yes,No,No,0,18,Offer D,DSL,No,No,No,Two Year,Credit Card,58.4,964.9,1817.02,4,Stayed,No,0,54,2812,,,United States,California,Greenwood,95635,38.921333,-120.897718,1140,60,Growing,Medium
3164-AALRN,1,Male,39,No,No,No,No,0,5,None,DSL,No,Yes,Yes,One Year,Credit Card,70,347.4,583.65,2,Churned,Yes,1,77,2673,Competitor,Competitor had better devices,United States,California,Greenwood,95635,38.921333,-120.897718,1140,31-45,New Customer,High
2719-BDAQO,1,Male,36,No,No,No,No,0,17,None,Fiber Optic,No,Yes,Yes,Month-to-Month,Bank Withdrawal,93.85,1625.65,1702.32,1,Churned,Yes,1,93,4940,Price,Price too high,United States,California,Sunnyvale,94086,37.378541,-122.020456,64010,31-45,Growing,High
8024-XNAFQ,1,Female,66,No,Yes,No,No,0,72,None,Fiber Optic,Yes,No,Yes,Two Year,Bank Withdrawal,107.4,7748.75,10003.07,4,Stayed,No,0,56,5294,,,United States,California,Isleton,95641,38.154823,-121.601358,2010,60,Long-term,Medium
2988-GBIVW,1,Female,68,No,Yes,Yes,No,0,70,None,Fiber Optic,No,No,Yes,Two Year,Bank Withdrawal,90.85,6470.1,9165.1,4,Stayed,No,0,64,5129,,,United States,California,Knights Landing,95645,38.875508,-121.765866,1793,60,Long-term,Medium
4704-ERYFC,1,Female,19,Yes,No,Yes,No,0,22,None,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,69.25,1554,2260.42,1,Churned,Yes,1,85,2159,Competitor,Competitor offered higher download speeds,United States,California,Knights Landing,95645,38.875508,-121.765866,1793,18-30,Growing,High
5956-YHHRX,1,Male,75,No,Yes,No,No,0,21,Offer D,Fiber Optic,No,Yes,Yes,Two Year,Bank Withdrawal,104.35,2271.85,2924.96,5,Stayed,No,0,22,4934,,,United States,California,Pilot Hill,95664,38.803731,-121.043799,1173,60,Growing,Low
6008-NAIXK,1,Male,72,No,Yes,No,No,0,54,None,DSL,No,Yes,Yes,One Year,Bank Withdrawal,55.45,2966.95,2966.95,3,Stayed,No,0,58,4521,,,United States,California,Pine Grove,95665,38.400264,-120.641274,4354,60,Long-term,Medium
4007-NHVHI,1,Female,69,No,Yes,No,No,0,56,None,Fiber Optic,No,No,Yes,Two Year,Bank Withdrawal,96.85,5219.65,7833.17,3,Stayed,No,0,57,5679,,,United States,California,Rio Linda,95673,38.688764,-121.457596,14010,60,Long-term,Medium
6960-HVYXR,1,Female,20,Yes,No,No,No,0,1,None,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,76,76,111.01,1,Churned,Yes,1,72,2567,Competitor,Competitor made better offer,United States,California,Rio Linda,95673,38.688764,-121.457596,14010,18-30,New Customer,High
8979-CAMGB,1,Male,67,No,Yes,No,No,0,64,None,Fiber Optic,Yes,Yes,Yes,One Year,Bank Withdrawal,102.1,6688.1,7332.58,5,Stayed,No,0,47,6100,,,United States,California,Vacaville,95687,38.333133,-121.920151,63157,60,Long-term,Medium
8178-EYZUO,1,Male,48,No,No,No,No,0,46,None,Fiber Optic,No,No,Yes,Month-to-Month,Bank Withdrawal,93.7,4154.8,4880.68,1,Churned,Yes,1,70,3378,Price,Extra data charges,United States,California,San Francisco,94105,37.789168,-122.395009,2066,46-60,Loyal,Medium
6583-KQJLK,1,Female,66,No,Yes,Yes,No,0,15,Offer D,Fiber Optic,No,Yes,Yes,Two Year,Bank Withdrawal,94.65,1285.05,1852.65,3,Stayed,No,0,70,5868,,,United States,California,Twin Bridges,95735,38.805481,-120.13287,25,60,Growing,Medium
6139-ZZRBQ,1,Male,79,No,Yes,No,No,0,64,None,None,No,No,No,Two Year,Bank Withdrawal,20.05,1198.05,1517.41,4,Stayed,No,0,44,4309,,,United States,California,Granite Bay,95746,38.749466,-121.184196,20675,60,Long-term,Medium
2974-GGUXS,1,Female,74,No,Yes,Yes,No,0,36,Offer C,Fiber Optic,No,Yes,No,Month-to-Month,Credit Card,91.95,3301.05,3690.81,5,Stayed,No,0,48,3273,,,United States,California,Granite Bay,95746,38.749466,-121.184196,20675,60,Loyal,Medium
7594-LZNWR,1,Male,67,No,Yes,No,No,0,34,Offer C,Fiber Optic,No,No,No,Two Year,Credit Card,69.15,2275.1,2736.14,3,Stayed,No,0,63,4478,,,United States,California,Sacramento,95826,38.542532,-121.378826,38818,60,Loyal,Medium
7893-IXHRQ,1,Male,53,No,No,No,No,0,1,None,None,No,No,No,Month-to-Month,Bank Withdrawal,20.55,20.55,36.46,2,Churned,Yes,1,87,5636,Attitude,Attitude of service provider,United States,California,Sacramento,95826,38.542532,-121.378826,38818,46-60,New Customer,High
3230-WYKIR,1,Male,36,No,No,No,No,0,18,None,DSL,Yes,Yes,Yes,One Year,Credit Card,82,1425.45,1650.45,1,Churned,Yes,1,79,3306,Dissatisfaction,Product dissatisfaction,United States,California,San Francisco,94110,37.750021,-122.415201,74641,31-45,Growing,High
5216-WASFJ,1,Female,68,No,Yes,Yes,No,0,31,Offer C,Fiber Optic,No,No,Yes,Two Year,Bank Withdrawal,84.85,2633.4,2797.7,3,Stayed,No,0,30,5603,,,United States,California,Challenge,95925,39.461768,-121.195825,262,60,Loyal,Low
5208-HFSBT,1,Female,47,No,No,No,No,0,2,Offer E,DSL,Yes,No,No,Month-to-Month,Credit Card,55.05,102.75,187.85,1,Churned,Yes,1,81,5855,Competitor,Competitor had better devices,United States,California,Challenge,95925,39.461768,-121.195825,262,46-60,New Customer,High
4948-WBBKL,1,Female,80,No,Yes,No,No,0,36,Offer C,Fiber Optic,No,No,No,Two Year,Bank Withdrawal,74.9,2659.45,4155.97,3,Stayed,No,0,23,5041,,,United States,California,Dunnigan,95937,38.931425,-121.946081,19,60,Loyal,Low
2667-WYLWJ,1,Female,44,No,No,Yes,No,0,8,Offer E,None,No,No,No,One Year,Credit Card,19.75,145,514.04,3,Churned,Yes,1,89,2247,Price,Long distance charges,United States,California,Dunnigan,95937,38.931425,-121.946081,19,31-45,New Customer,High
8348-JLBUG,1,Male,77,No,Yes,Yes,No,0,64,None,Fiber Optic,No,No,No,One Year,Credit Card,80.3,5017.7,5969.38,3,Stayed,No,0,34,4270,,,United States,California,North San Juan,95960,39.423046,-120.984472,565,60,Long-term,Medium
3339-EAQNV,1,Male,75,No,Yes,Yes,No,0,72,None,Fiber Optic,No,Yes,Yes,One Year,Credit Card,97.25,7133.1,7941.66,5,Stayed,No,0,69,6156,,,United States,California,Palermo,95968,39.435756,-121.552071,1254,60,Long-term,Medium
9600-UDOPK,1,Male,33,No,No,Yes,No,0,30,Offer C,Fiber Optic,No,Yes,Yes,Month-to-Month,Credit Card,94.05,2866.45,3181.45,3,Churned,Yes,1,68,4095,Attitude,Attitude of support person,United States,California,San Francisco,94117,37.770533,-122.445121,38756,31-45,Loyal,Medium
5730-RIITO,1,Female,73,No,Yes,No,No,0,43,None,DSL,No,No,No,Two Year,Credit Card,33.45,1500.25,1540.25,3,Stayed,No,0,79,4757,,,United States,California,Willows,95988,39.493991,-122.286363,8812,60,Loyal,High
7515-LODFU,1,Male,67,No,Yes,No,No,0,69,None,None,No,No,No,Two Year,Credit Card,20.3,1356.3,2779.08,3,Stayed,No,0,21,4042,,,United States,California,Burney,96013,40.946785,-121.719489,4552,60,Long-term,Low
8041-TMEID,1,Male,73,No,Yes,Yes,No,0,63,None,Fiber Optic,No,Yes,Yes,Two Year,Credit Card,108.5,6991.9,9330.46,4,Stayed,No,0,49,6453,,,United States,California,Corning,96021,39.913777,-122.289984,13840,60,Long-term,Medium
9651-GTSAQ,1,Female,44,No,No,Yes,No,0,53,None,Fiber Optic,No,Yes,Yes,One Year,Bank Withdrawal,106.1,5769.75,7364.52,3,Churned,Yes,1,94,4471,Attitude,Attitude of support person,United States,California,Corning,96021,39.913777,-122.289984,13840,31-45,Long-term,High
4074-SJFFA,1,Female,44,No,No,No,No,0,1,None,DSL,No,No,Yes,Month-to-Month,Mailed Check,54.75,54.75,67.76,3,Churned,Yes,1,83,2614,Dissatisfaction,Network reliability,United States,California,San Francisco,94122,37.760412,-122.484966,55504,31-45,New Customer,High
6941-KXRRV,1,Female,65,No,Yes,Yes,No,0,48,None,DSL,No,No,Yes,One Year,Bank Withdrawal,58.95,2789.7,4442.34,3,Stayed,No,0,49,4815,,,United States,California,Dorris,96023,41.949216,-122.050062,1162,60,Loyal,Medium
4501-UYKBC,1,Female,65,No,Yes,No,No,0,46,None,DSL,Yes,No,Yes,One Year,Credit Card,69.1,3255.35,3993.19,3,Stayed,No,0,30,3856,,,United States,California,Igo,96047,40.524535,-122.647172,911,60,Loyal,Low
2003-CKLOR,1,Male,62,No,No,No,No,0,66,Offer A,Cable,No,Yes,Yes,Month-to-Month,Bank Withdrawal,99.5,6710.5,8414.62,2,Churned,Yes,1,73,4001,Other,Moved,United States,California,Igo,96047,40.524535,-122.647172,911,60,Long-term,High
0533-UCAAU,1,Male,72,No,Yes,Yes,No,0,57,None,DSL,No,Yes,No,One Year,Credit Card,71.1,4140.1,6885.22,5,Stayed,No,0,40,5462,,,United States,California,Montgomery Creek,96065,40.877552,-121.885884,431,60,Long-term,Medium
1394-SUIUH,1,Female,70,No,Yes,Yes,No,0,44,None,Fiber Optic,Yes,No,No,Two Year,Bank Withdrawal,85.15,3670.5,5625.86,4,Stayed,No,0,45,2672,,,United States,California,Mount Shasta,96067,41.33832,-122.290756,7309,60,Loyal,Medium
3908-MKIMJ,1,Male,79,No,Yes,Yes,No,0,68,None,Cable,No,No,No,Two Year,Bank Withdrawal,41.95,2965.75,2965.75,3,Stayed,No,0,34,5607,,,United States,California,Mount Shasta,96067,41.33832,-122.290756,7309,60,Long-term,Medium
9625-QSTYE,1,Female,37,No,No,No,No,0,13,None,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,81.15,952.3,1002.22,1,Churned,Yes,1,79,4806,Competitor,Competitor had better devices,United States,California,San Francisco,94131,37.746699,-122.442833,27906,31-45,Growing,High
8565-WUXZU,1,Male,77,No,Yes,Yes,No,0,72,None,Fiber Optic,Yes,No,No,Two Year,Credit Card,84.8,6141.65,6538.37,4,Stayed,No,0,54,4240,,,United States,California,Vina,96092,39.955164,-122.018567,439,60,Long-term,Medium
2055-BFOCC,1,Male,65,No,Yes,Yes,No,0,63,None,DSL,Yes,Yes,Yes,One Year,Bank Withdrawal,84,5329.55,7890.5,3,Stayed,No,0,42,5688,,,United States,California,Likely,96116,41.266008,-120.490731,277,60,Long-term,Medium
2453-SAFNS,1,Female,68,No,Yes,No,No,0,54,Offer B,Cable,Yes,Yes,No,One Year,Credit Card,72.1,3886.05,6339.27,5,Stayed,No,0,47,4277,,,United States,California,Likely,96116,41.266008,-120.490731,277,60,Long-term,Medium
4584-LBNMK,1,Male,79,No,Yes,Yes,No,0,45,None,None,No,No,No,One Year,Credit Card,24.7,1174.35,3195.3,4,Stayed,No,0,61,5644,,,United States,California,Portola,96122,39.786755,-120.445626,4236,60,Loyal,Medium
7426-GSWPO,1,Male,78,No,Yes,No,No,0,64,Offer B,Fiber Optic,No,Yes,Yes,Month-to-Month,Bank Withdrawal,103.5,6548.65,7777.45,3,Stayed,No,0,63,5125,,,United States,California,Portola,96122,39.786755,-120.445626,4236,60,Long-term,Medium
3898-GUYTS,1,Female,71,No,Yes,No,No,0,45,None,Fiber Optic,Yes,Yes,No,Two Year,Bank Withdrawal,97.05,4385.05,4955.2,3,Stayed,No,0,34,4735,,,United States,California,Ravendale,96123,40.845738,-120.322219,61,60,Loyal,Medium
3703-KBKZP,1,Male,70,No,Yes,No,No,0,16,Offer D,Fiber Optic,No,No,No,Two Year,Bank Withdrawal,74.45,1261.35,1613.67,5,Stayed,No,0,47,5111,,,United States,California,Standish,96128,40.346634,-120.386422,408,60,Growing,Medium
5117-IFGPS,1,Male,73,No,Yes,Yes,No,0,29,Offer C,Fiber Optic,No,No,Yes,Two Year,Bank Withdrawal,84.3,2357.75,3423.5,3,Stayed,No,0,67,2217,,,United States,California,Tahoe City,96145,39.178337,-120.162806,4002,60,Loyal,Medium
1635-NZATJ,1,Male,80,No,Yes,Yes,No,0,71,Offer A,None,No,No,No,Two Year,Credit Card,25.45,1789.65,4434.4,5,Stayed,No,0,26,5341,,,United States,California,Alameda,94501,37.774633,-122.274434,58555,60,Long-term,Low
9943-VSZUV,1,Male,75,No,Yes,No,No,0,67,Offer A,Fiber Optic,No,No,No,Month-to-Month,Mailed Check,75.7,5060.85,7733.48,4,Stayed,No,0,30,5823,,,United States,California,Alamo,94507,37.855717,-121.994813,15187,60,Long-term,Low
6680-WKXRZ,1,Female,32,No,No,No,No,0,3,None,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,74.4,215.8,287.26,3,Churned,Yes,1,90,2054,Other,Don't know,United States,California,Antioch,94509,37.980057,-121.801599,90891,31-45,New Customer,High
4446-BZKHU,1,Male,44,No,No,Yes,No,0,61,None,Fiber Optic,No,Yes,Yes,Month-to-Month,Bank Withdrawal,105.55,6281.45,9069.15,1,Churned,Yes,1,86,5011,Competitor,Competitor had better devices,United States,California,Pleasant Hill,94523,37.95338,-122.076886,32685,31-45,Long-term,High
5976-JCJRH,1,Male,36,No,No,Yes,No,0,10,Offer D,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,70.3,738.2,1055.4,3,Churned,Yes,1,94,2162,Dissatisfaction,Limited range of services,United States,California,Danville,94526,37.815459,-121.977203,32873,31-45,New Customer,High
9355-NPPFS,1,Female,70,No,Yes,No,No,0,26,None,Fiber Optic,No,No,Yes,Month-to-Month,Bank Withdrawal,78.8,2006.1,2505.56,3,Stayed,No,0,37,4509,,,United States,California,Fremont,94538,37.505768,-121.962472,56126,60,Loyal,Medium
9117-SHLZX,1,Male,36,No,No,No,No,0,1,None,DSL,No,No,No,Month-to-Month,Mailed Check,45.7,45.7,56.11,3,Churned,Yes,1,72,3571,Dissatisfaction,Poor expertise of phone support,United States,California,Fremont,94538,37.505768,-121.962472,56126,31-45,New Customer,High
7593-JNWRU,1,Male,61,No,No,Yes,Yes,1,6,Offer E,DSL,No,No,No,Month-to-Month,Bank Withdrawal,44.6,260.8,556,2,Churned,Yes,1,90,4525,Price,Extra data charges,United States,California,Fremont,94538,37.505768,-121.962472,56126,60,New Customer,High
4541-RMRLG,1,Male,53,No,No,No,No,0,7,None,None,No,No,No,Month-to-Month,Bank Withdrawal,19.25,112.3,176.28,3,Churned,Yes,1,82,4489,Attitude,Attitude of support person,United States,California,Hayward,94541,37.674002,-122.076796,60274,46-60,New Customer,High
3158-MOERK,1,Female,57,No,No,No,No,0,2,None,Fiber Optic,No,Yes,Yes,Month-to-Month,Bank Withdrawal,96,174.8,271.48,2,Churned,Yes,1,83,3391,Competitor,Competitor offered more data,United States,California,Hayward,94545,37.62984,-122.120843,27311,46-60,New Customer,High
5875-YPQFJ,1,Male,51,No,No,No,No,0,1,Offer E,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,69.9,69.9,115.56,3,Churned,Yes,1,84,5367,Competitor,Competitor offered higher download speeds,United States,California,Fremont,94555,37.555473,-122.080312,33883,46-60,New Customer,High
9971-ZWPBF,1,Male,70,No,Yes,Yes,Yes,1,34,None,Fiber Optic,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,108.9,3625.2,4054.36,3,Stayed,No,0,24,5151,,,United States,California,Orinda,94563,37.873916,-122.20522,17964,60,Loyal,Low
6877-TJMBR,1,Male,21,Yes,No,Yes,No,0,1,Offer E,Fiber Optic,Yes,Yes,No,Month-to-Month,Bank Withdrawal,84.8,84.8,122.63,3,Churned,Yes,1,80,2627,Dissatisfaction,Network reliability,United States,California,Orinda,94563,37.873916,-122.20522,17964,18-30,New Customer,High
6769-DCQLI,1,Male,21,Yes,No,No,No,0,52,None,Fiber Optic,Yes,Yes,Yes,One Year,Bank Withdrawal,105,5426.85,7989.93,2,Churned,Yes,1,85,4630,Other,Don't know,United States,California,Pope Valley,94567,38.672708,-122.403219,494,18-30,Long-term,High
2433-KMEAS,1,Male,62,No,No,No,No,0,22,Offer D,DSL,No,No,No,Month-to-Month,Bank Withdrawal,54.45,1127.35,1287.51,1,Churned,Yes,1,71,2445,Other,Don't know,United States,California,Dublin,94568,37.713926,-121.928425,29636,60,Growing,High
2195-ZRVAX,1,Female,40,No,No,Yes,No,0,47,None,Cable,No,No,Yes,Month-to-Month,Bank Withdrawal,85.3,4045.65,6125.87,2,Churned,Yes,1,90,3631,Other,Don't know,United States,California,Rodeo,94572,38.027218,-122.23463,8506,31-45,Loyal,High
2011-TRQYE,1,Male,59,No,No,No,No,0,18,Offer D,DSL,No,No,No,Month-to-Month,Credit Card,33.5,600,600,2,Churned,Yes,1,82,5474,Dissatisfaction,Product dissatisfaction,United States,California,Deer Park,94576,38.554383,-122.474773,223,46-60,Growing,High
6641-XRPSU,1,Female,61,No,No,No,No,0,34,Offer C,Fiber Optic,No,No,No,Month-to-Month,Credit Card,70,2416.1,2563.54,2,Churned,Yes,1,93,2318,Competitor,Competitor offered more data,United States,California,San Lorenzo,94580,37.676249,-122.132415,26240,60,Loyal,High
4873-ILOLJ,1,Male,64,No,No,No,No,0,24,None,Fiber Optic,No,Yes,Yes,Month-to-Month,Bank Withdrawal,90.35,2238.5,3018.26,1,Churned,Yes,1,67,5546,Competitor,Competitor had better devices,United States,California,Sunol,94586,37.587494,-121.862856,790,60,Growing,Medium
8357-EQXFO,1,Female,46,No,No,No,No,0,7,Offer E,Fiber Optic,No,Yes,Yes,Month-to-Month,Bank Withdrawal,95.35,660.9,965.13,2,Churned,Yes,1,92,3077,Competitor,Competitor made better offer,United States,California,Union City,94587,37.59485,-122.051521,66472,46-60,New Customer,High
2725-KXXWT,1,Male,26,Yes,No,Yes,No,0,1,Offer E,Fiber Optic,No,Yes,Yes,Month-to-Month,Bank Withdrawal,90.75,90.75,113.81,3,Churned,Yes,1,86,5460,Attitude,Attitude of support person,United States,California,Vallejo,94589,38.161321,-122.271588,42209,18-30,New Customer,High
2957-JIRMN,1,Female,69,No,Yes,No,No,0,62,None,Fiber Optic,No,Yes,No,One Year,Bank Withdrawal,84.45,4959.15,6169.39,4,Stayed,No,0,60,4166,,,United States,California,Vallejo,94591,38.105733,-122.186338,51665,60,Long-term,Medium
9524-EGPJC,1,Female,33,No,No,No,No,0,18,None,Fiber Optic,Yes,No,Yes,Month-to-Month,Bank Withdrawal,90.1,1612.75,2180.27,1,Churned,Yes,1,80,4260,Competitor,Competitor offered higher download speeds,United States,California,Walnut Creek,94595,37.862128,-122.075197,18024,31-45,Growing,High
6993-OHLXR,1,Female,26,Yes,No,No,No,0,2,None,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,68.95,119.75,181.21,1,Churned,Yes,1,84,5225,Competitor,Competitor had better devices,United States,California,Walnut Creek,94596,37.900662,-122.052782,40917,18-30,New Customer,High
8818-XYFCQ,1,Male,39,No,No,Yes,No,0,32,Offer C,Fiber Optic,No,Yes,Yes,Month-to-Month,Credit Card,99.55,3204.65,4353.07,1,Churned,Yes,1,71,5026,Competitor,Competitor made better offer,United States,California,Walnut Creek,94598,37.916648,-122.008483,26022,31-45,Loyal,High
4695-VADHF,1,Male,53,No,No,Yes,No,0,18,None,DSL,No,No,Yes,Month-to-Month,Bank Withdrawal,57.45,990.85,1026.6,1,Churned,Yes,1,84,2989,Competitor,Competitor had better devices,United States,California,Oakland,94606,37.792489,-122.244314,41876,46-60,Growing,High
3863-IUBJR,1,Male,27,Yes,No,Yes,No,0,12,None,DSL,No,No,Yes,One Year,Credit Card,53.65,696.35,1030.19,1,Churned,Yes,1,78,2595,Competitor,Competitor had better devices,United States,California,Oakland,94607,37.80707,-122.297401,21054,18-30,New Customer,High
8429-XIBUM,1,Male,44,No,No,No,No,0,22,Offer D,Fiber Optic,No,Yes,Yes,Month-to-Month,Bank Withdrawal,101.35,2317.1,2544.36,1,Churned,Yes,1,77,4694,Price,Extra data charges,United States,California,Oakland,94618,37.84551,-122.235181,15438,31-45,Growing,High
8436-BJUMM,1,Male,62,No,No,Yes,No,0,26,Offer C,Cable,No,Yes,No,Month-to-Month,Bank Withdrawal,83.75,2070.6,3004,3,Churned,Yes,1,84,2404,Competitor,Competitor offered higher download speeds,United States,California,Albany,94706,37.890274,-122.295192,15882,60,Loyal,High
5271-DBYSJ,1,Male,80,No,Yes,No,No,0,11,Offer D,Fiber Optic,No,No,Yes,Month-to-Month,Credit Card,79.15,827.7,1262.94,5,Stayed,No,0,20,3355,,,United States,California,Berkeley,94708,37.897743,-122.263124,10737,60,New Customer,Low
3915-ODIYG,1,Male,72,No,Yes,No,No,0,60,None,DSL,No,No,Yes,One Year,Bank Withdrawal,71.75,4374.55,4996.55,3,Stayed,No,0,71,4964,,,United States,California,Cotati,94931,38.326215,-122.718742,7936,60,Long-term,High
8329-IBCTI,1,Female,50,No,No,No,No,0,1,Offer E,None,No,No,No,Month-to-Month,Mailed Check,19.65,19.65,25.73,3,Churned,Yes,1,91,5881,Competitor,Competitor made better offer,United States,California,Cotati,94931,38.326215,-122.718742,7936,46-60,New Customer,High
0282-NVSJS,1,Female,70,No,Yes,Yes,Yes,1,12,Offer D,DSL,Yes,No,No,Month-to-Month,Mailed Check,29.3,355.9,355.9,4,Stayed,No,0,75,3353,,,United States,California,Aromas,95004,36.878364,-121.629781,3373,60,New Customer,High
4883-QICIH,1,Male,37,No,No,Yes,No,0,32,None,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,69.75,2347.9,2519.91,2,Churned,Yes,1,96,2356,Other,Don't know,United States,California,Bodega Bay,94923,38.377165,-123.037957,1785,31-45,Loyal,High
4884-ZTHVF,1,Female,80,No,Yes,No,No,0,8,None,Fiber Optic,No,Yes,No,Month-to-Month,Bank Withdrawal,87.1,713.6,1025.68,5,Stayed,No,0,65,3950,,,United States,California,Santa Cruz,95065,37.031404,-121.981865,8365,60,New Customer,Medium
3055-OYMSE,1,Female,75,No,Yes,No,No,0,53,None,Fiber Optic,No,No,No,Month-to-Month,Credit Card,73.8,4003.85,4891.07,3,Stayed,No,0,45,6469,,,United States,California,Saratoga,95070,37.257772,-122.051824,30589,60,Long-term,Medium
1468-DEFNC,1,Male,69,No,Yes,Yes,Yes,1,64,None,None,No,No,No,Two Year,Bank Withdrawal,24.4,1548.65,3922.41,3,Stayed,No,0,68,4772,,,United States,California,San Jose,95130,37.277592,-121.986477,13481,60,Long-term,Medium
9605-WGJVW,1,Female,69,No,Yes,No,No,0,1,None,Fiber Optic,No,No,No,Month-to-Month,Bank Withdrawal,70.2,70.2,92.54,5,Joined,No,0,47,2422,,,United States,California,Stockton,95204,37.974498,-121.319568,30476,60,New Customer,Medium
4627-MIHJH,1,Female,72,No,Yes,No,No,0,69,None,Fiber Optic,Yes,Yes,Yes,Two Year,Credit Card,110.25,7467.55,9082.15,3,Stayed,No,0,69,4948,,,United States,California,Stockton,95210,38.033219,-121.297433,40611,60,Long-term,Medium
5553-AOINX,1,Female,67,No,Yes,Yes,Yes,1,66,None,Fiber Optic,No,Yes,Yes,One Year,Bank Withdrawal,104.9,6891.45,9490.53,4,Stayed,No,0,48,4892,,,United States,California,Copperopolis,95228,37.943954,-120.67108,2633,60,Long-term,Medium
3258-SANFR,1,Male,69,No,Yes,No,No,0,6,Offer E,DSL,No,No,No,Month-to-Month,Credit Card,44.7,276.5,394.94,3,Stayed,No,0,30,4270,,,United States,California,Big Oak Flat,95305,37.818589,-120.256995,167,60,New Customer,Low
